slug,title,category,service_nature,family,authority,authority_confidence,scope_split_or_overlap,workflow_through_closeout,current_capability,current_classification,live_route,source_schema,default_disciplines,remaining_human_or_external_work,as_deployed_staff_effort_issue,as_deployed_staff_effort_full,as_deployed_zero_touch_issue,as_deployed_zero_touch_full,as_deployed_elapsed_reduction,tomorrow_use,tomorrow_staff_effort_issue,tomorrow_staff_effort_full,tomorrow_zero_touch_issue,tomorrow_zero_touch_full,tomorrow_elapsed_reduction,software_only_implementation,software_effort_models,software_staff_effort_issue,software_staff_effort_full,software_zero_touch_issue,software_zero_touch_full,software_elapsed_reduction,remaining_limits,missing_shared_implementation,impact_volume,impact_effort_and_delay,confidence,official_source_ids,official_source_urls,test_evidence
sewer-loan,Sewer Connection Loan,loans,loan,Loans,BES,Medium where official family source applies; otherwise catalog attribution only,"Overlaps sewer-connection-loan; program underwriting, construction draws and repayment.",Program/property/borrower eligibility -> financial verification and underwriting -> funding/closing/security -> disbursement -> work verification/repayment/release,Public form schema/route implemented; original pipeline fixture reaches human_review. Client upload object/string-array validation mismatch reproduced No default discipline assignment; manual triage required,partial,https://www.portlandpermits.org/apply/sewer-loan,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/loans/sewer-loan.json,none,"Lender/borrower, title/credit process and field verification remain.",Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,"Underwriting rules, identity/consent, servicing/finance/title interfaces and lien/repayment records.",unknown,Unknown empirically; conditional budgets unknown,Unknown empirically; conditional budgets unknown,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage","Approval is not funding; credit, title and scarce program funds are external dependencies.","P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O46,https://www.portland.gov/bes/grants-incentives,evidence/catalog-verification.json#sewer-loan
short-term-rental,Short-Term Rental (STR) Permit,businesses,permit/license or conditional exemption,Short-term rental,Portland PP&D; Type B land-use decision process,Medium where official family source applies; otherwise catalog attribution only,Type A versus Type B conditional use; overlaps accessory-str-permit.,Type A/B and legal bedrooms/residency -> notice and certification -> sampled inspection or conditional-use route -> fees/permit -> renewal/enforcement,Public form schema/route implemented; original pipeline fixture reaches human_review. Client upload object/string-array validation mismatch reproduced No default discipline assignment; manual triage required,partial,https://www.portlandpermits.org/apply/short-term-rental,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/businesses/short-term-rental.json,none,"Resident evidence, bureau verification, inspections where selected/required; Type B discretionary decision.",Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,Residency/bedroom registry; Type A certification and random inspection selection; Type B land-use link; notice and renewal service.,M2;M4,Unknown empirically; conditional budgets M2;M4,Unknown empirically; conditional budgets M2;M4,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage",Service guidance and administrative inspection rule must be reconciled operationally; do not assume every Type A needs inspection or none do.,"P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O37;O38,https://www.portland.gov/bds/astr-permits/before-you-apply;https://www.portland.gov/policies/environment-built/permitting-development-administrative-policies-procedures/enb-1302,evidence/catalog-verification.json#short-term-rental
sidewalk-cafe-permit,Sidewalk Cafe Permit,businesses,permit/license or conditional exemption,Right-of-way construction/use,PBOT,Medium where official family source applies; otherwise catalog attribution only,"Outdoor dining/ROW space, ADA route, location conflicts and agreement; distinct food/health permissions.",Location/space/date -> traffic/access and utility conflict checks -> plans/insurance/bonds -> approvals/fees -> ROW permission -> field setup/work/inspections -> restoration and release,Public form schema/route implemented; original pipeline fixture reaches human_review. No default discipline assignment; manual triage required,partial,https://www.portlandpermits.org/apply/sidewalk-cafe-permit,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/businesses/sidewalk-cafe-permit.json,none,Traffic/civil reviewer and field crews; utility owners and public-safety constraints.,Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,Live street inventory/conflict calendar; detours/ADA routes; credentials/security; geospatial project graph; inspector and restoration ledger.,M2;M3,Unknown empirically; conditional budgets M2;M3,Unknown empirically; conditional budgets M2;M3,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage","Parking-only reservations differ from lane/sidewalk closures, encroachments and excavation.","P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O25;O26;O27,https://www.portland.gov/transportation/permitting/temporary-street-use-permitting-tsup;https://www.portland.gov/transportation/permitting/apply-renew-or-change-temporary-street-use-permit;https://www.portland.gov/transportation/permitting/encroachment-permits,evidence/catalog-verification.json#sidewalk-cafe-permit
sidewalk-hazard-report,Sidewalk Hazard Report,reports,report/field service,Reports/field service,PBOT Maintenance,Medium where official family source applies; otherwise catalog attribution only,Inspection/owner notice/repair verification; report is not a completed sidewalk repair.,Receive location/evidence -> triage/jurisdiction/duplicate check -> dispatch -> investigation/physical work -> verify/close and notify,Public form schema/route implemented; original pipeline fixture reaches human_review. Client upload object/string-array validation mismatch reproduced No default discipline assignment; manual triage required,partial,https://www.portlandpermits.org/apply/sidewalk-hazard-report,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/reports/sidewalk-hazard-report.json,none,"Investigators, responders or maintenance crews perform and verify the work.",Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,"311/work-order integrations; asset and incident IDs; prioritization, duplicate matching and SLA/escalation.",unknown,Unknown empirically; conditional budgets unknown,Unknown empirically; conditional budgets unknown,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage","No outage, pothole or complaint is resolved merely because its form has been submitted.","P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O02,https://www.portland.gov/ppd/submit-and-pay-application-permit-type,evidence/catalog-verification.json#sidewalk-hazard-report
sign-permit,Sign Permit,permits,permit/license or conditional exemption,Signs/awnings,Portland PP&D; PBOT for ROW/portable-sign compliance,Medium where official family source applies; otherwise catalog attribution only,Umbrella form overlaps permanent/temporary/awning; separate each authorization and exemption.,Exempt/registration/permanent classification -> site sign inventory and geometry -> zoning/structural/electrical checks -> issue/register when required -> installation inspection/removal at expiry,Public form schema/route implemented; original pipeline fixture reaches human_review. Generic local intake and reviewer shell; no service-specific completion adapter found.,partial,https://www.portlandpermits.org/apply/sign-permit,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/permits/sign-permit.json,zoning,Applicant drawings and measurements; engineer/electrician where required; inspector.,Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,Current Title 32 criteria; façade/sign inventory; structural attachment; permit-type-specific fees and electrical linkage.,M2,Unknown empirically; conditional budgets M2,Unknown empirically; conditional budgets M2,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage","Portable registration ended July 25, 2026; placement compliance remains; historic or land-use conditions may require review.","P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O31;O32,https://www.portland.gov/ppd/sign-permits;https://www.portland.gov/transportation/permitting/portable-signs-boards,evidence/catalog-verification.json#sign-permit
site-development-permit,Site Development Permit,permits,permit/license or conditional exemption,Site/erosion,PP&D Site Development,Medium where official family source applies; otherwise catalog attribution only,Geotechnical/earthwork/drainage and bureau conditions; construction closeout required.,Earthwork/drainage/geotechnical scope -> site plans and applicable agency permits -> infrastructure/environmental reviews -> fee/security/issue -> erosion/site inspections -> stabilization/as-built closeout,Public form schema/route implemented; original pipeline fixture reaches human_review. Client upload object/string-array validation mismatch reproduced,partial,https://www.portlandpermits.org/apply/site-development-permit,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/permits/site-development-permit.json,site_development;environmental;water;transportation;trees,"Civil/geotechnical design; bureau coordination; construction, monitoring and inspections.",Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,Terrain/soil/drainage data; disturbance geometry; checklist and performance calculations; state permit linkage; inspection/as-built records.,M3,Unknown empirically; conditional budgets M3,Unknown empirically; conditional budgets M3,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage","Slope stability, contamination and water-quality observations require professional or physical evidence.","P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O35;O36,https://www.portland.gov/ppd/infrastructure/sewer-stormwater-permit-requirements;https://www.oregon.gov/deq/wq/Documents/1200CPermit.pdf,evidence/catalog-verification.json#site-development-permit
social-games-permit,Social Games Permit,businesses,permit/license or conditional exemption,Business/regulatory licenses,Revenue Division,Medium where official family source applies; otherwise catalog attribution only,"Local gaming activity eligibility, premises and other licensing dependencies.",Identify licensing authority and scope -> identity/site/credential/background or safety checks -> external recommendations -> fee/license -> renewals/enforcement,Public form schema/route implemented; original pipeline fixture reaches human_review. No default discipline assignment; manual triage required,partial,https://www.portlandpermits.org/apply/social-games-permit,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/businesses/social-games-permit.json,none,Regulator and external agencies determine eligibility; inspections/hearings depend on license.,Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,Per-license rule packs; license/background registries; renewal events and agency handoffs.,unknown,Unknown empirically; conditional budgets unknown,Unknown empirically; conditional budgets unknown,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage","Catalog labels are not evidence of City authority; OLCC, county and state permissions remain separate.","P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O40;O42;O43,https://multco.us/services/food-cart-license;https://www.portland.gov/ppd/cannabis;https://www.oregon.gov/olcc/marijuana/Pages/default.aspx,evidence/catalog-verification.json#social-games-permit
solar-permit,Solar Panel Installation Permit,permits,permit/license or conditional exemption,Solar,PP&D,Medium where official family source applies; otherwise catalog attribution only,Prescriptive roof-mounted versus engineered/ground/commercial; supporting structural/electrical documents missing in UI.,Prescriptive/engineered routing -> roof/site plans and structural assessment -> electrical coordination -> review/fees/issue -> installation and trade/final inspections,"Public form schema/route implemented; original pipeline fixture reaches human_review. Pipeline expects absent document keys: site_plan, electrical_diagram",partial,https://www.portlandpermits.org/apply/solar-permit,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/permits/solar-permit.json,structural;zoning,"Roof condition, design, licensed work, engineering when required, field verification and utility coordination.",Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,Typed roof/system model; signed worksheet; prescriptive eligibility; geometry/load checks; electrical fee/permit linkage.,M2,Unknown empirically; conditional budgets M2,Unknown empirically; conditional budgets M2,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage","Ground mounts, engineered designs and inadequate roof evidence cannot use a generic <=25kW rule.","P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O07;O01,https://www.portland.gov/bds/services/solar-permits;https://www.portland.gov/ppd/devhub-faqs,evidence/catalog-verification.json#solar-permit
special-event-liquor,Special Event Liquor License Application,licenses,permit/license or conditional exemption,Business/regulatory licenses,OLCC + applicable Portland local recommendation,Medium where official family source applies; otherwise catalog attribution only,OLCC temporary license and applicable local recommendation; not a City-only permit.,Identify licensing authority and scope -> identity/site/credential/background or safety checks -> external recommendations -> fee/license -> renewals/enforcement,Public form schema/route implemented; original pipeline fixture reaches human_review. Client upload object/string-array validation mismatch reproduced No default discipline assignment; manual triage required,partial,https://www.portlandpermits.org/apply/special-event-liquor,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/licenses/special-event-liquor.json,none,Regulator and external agencies determine eligibility; inspections/hearings depend on license.,Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,Per-license rule packs; license/background registries; renewal events and agency handoffs.,unknown,Unknown empirically; conditional budgets unknown,Unknown empirically; conditional budgets unknown,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage","Catalog labels are not evidence of City authority; OLCC, county and state permissions remain separate.","P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O40;O42;O43,https://multco.us/services/food-cart-license;https://www.portland.gov/ppd/cannabis;https://www.oregon.gov/olcc/marijuana/Pages/default.aspx,evidence/catalog-verification.json#special-event-liquor
special-event-permit,Special Event Transportation Permit,transportation,permit/license or conditional exemption,Right-of-way construction/use,PBOT / Special Events,Medium where official family source applies; otherwise catalog attribution only,"Multi-street/event impacts, transit/emergency access, insurance and additional permits.",Location/space/date -> traffic/access and utility conflict checks -> plans/insurance/bonds -> approvals/fees -> ROW permission -> field setup/work/inspections -> restoration and release,Public form schema/route implemented; original pipeline fixture reaches human_review. Client upload object/string-array validation mismatch reproduced No default discipline assignment; manual triage required,partial,https://www.portlandpermits.org/apply/special-event-permit,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/transportation/special-event-permit.json,none,Traffic/civil reviewer and field crews; utility owners and public-safety constraints.,Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,Live street inventory/conflict calendar; detours/ADA routes; credentials/security; geospatial project graph; inspector and restoration ledger.,M2;M3,Unknown empirically; conditional budgets M2;M3,Unknown empirically; conditional budgets M2;M3,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage","Parking-only reservations differ from lane/sidewalk closures, encroachments and excavation.","P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O25;O26;O27,https://www.portland.gov/transportation/permitting/temporary-street-use-permitting-tsup;https://www.portland.gov/transportation/permitting/apply-renew-or-change-temporary-street-use-permit;https://www.portland.gov/transportation/permitting/encroachment-permits,evidence/catalog-verification.json#special-event-permit
sprinkler-system-minor,Minor Sprinkler Modification Permit,permits,permit/license or conditional exemption,Fire systems,Portland Fire & Rescue,Medium where official family source applies; otherwise catalog attribution only,Validate limited-modification route versus redesign; installation and required testing still apply.,System/scope classification -> professional plans/calculations -> fire review -> installation permit -> acceptance/pressure/functional tests -> approval/final,Public form schema/route implemented; original pipeline fixture reaches human_review. No default discipline assignment; manual triage required,partial,https://www.portlandpermits.org/apply/sprinkler-system-minor,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/permits/sprinkler-system-minor.json,none,Designer and installer; fire review; witnessed acceptance tests.,Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,"Equipment compatibility, hydraulic/coverage and circuit rule models; licensed signatures; test forms and inspection integration.",M3,Unknown empirically; conditional budgets M3,Unknown empirically; conditional budgets M3,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage",Minor modifications and affidavits must follow their own authorized route; field system performance cannot be inferred from an upload.,"P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O30;O09,https://www.portland.gov/fire/permits-inspections/documents/design-manual-fire-protection-systems-and-processes/download;https://www.portland.gov/ppd/commercial-permitting/commercial-requirements,evidence/catalog-verification.json#sprinkler-system-minor
sprinkler-system-permit,Fire Sprinkler System Installation Permit,permits,permit/license or conditional exemption,Fire systems,Portland Fire & Rescue,Medium where official family source applies; otherwise catalog attribution only,"New/major fire suppression system design, hydraulic review, installation and acceptance tests.",System/scope classification -> professional plans/calculations -> fire review -> installation permit -> acceptance/pressure/functional tests -> approval/final,Public form schema/route implemented; original pipeline fixture reaches human_review. Client upload object/string-array validation mismatch reproduced No default discipline assignment; manual triage required,partial,https://www.portlandpermits.org/apply/sprinkler-system-permit,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/permits/sprinkler-system-permit.json,none,Designer and installer; fire review; witnessed acceptance tests.,Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,"Equipment compatibility, hydraulic/coverage and circuit rule models; licensed signatures; test forms and inspection integration.",M3,Unknown empirically; conditional budgets M3,Unknown empirically; conditional budgets M3,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage",Minor modifications and affidavits must follow their own authorized route; field system performance cannot be inferred from an upload.,"P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O30;O09,https://www.portland.gov/fire/permits-inspections/documents/design-manual-fire-protection-systems-and-processes/download;https://www.portland.gov/ppd/commercial-permitting/commercial-requirements,evidence/catalog-verification.json#sprinkler-system-permit
stairs-construction-permit,Stairway Construction Permit,permits,permit/license or conditional exemption,Residential construction,PP&D,Medium where official family source applies; otherwise catalog attribution only,Rise/run/width/landing/guard and structural details; existing legality and inspections.,Jurisdiction/legal use -> scope and zoning -> complete plans -> required disciplines/corrections -> preissuance fees/conditions -> building and linked trades -> staged inspections -> final/occupancy if applicable,Public form schema/route implemented; original pipeline fixture reaches human_review. No default discipline assignment; manual triage required,partial,https://www.portlandpermits.org/apply/stairs-construction-permit,https://github.com/ekrolewicz6/portland-civic-labs/blob/23b4670d8d26b9093f6e401bb89d9d6f30d8506d/catalog/forms/permits/stairs-construction-permit.json,none,Designer and applicant prepare plans; staff review judgment/engineering/site issues; inspectors verify constructed work.,Unknown; no measured department use,Unknown; no measured department use,0 demonstrated authoritative completions; no City issuing adapter,0 demonstrated authoritative completions,Unknown; no matched outcome cohort,Guidance or supervised comparison only. Staff must verify rules and enter/complete official systems; real sensitive intake requires P0 fixes first.,Unknown; potential clerical benefit offset by duplicate entry,Unknown; field work and official-system work remain,0 via this app alone,0 via this app alone,Unknown; no proven critical-path reduction,Structured project model; parcel geometry and prior conditions; code-version rules; document revision control; review and trade dependency graph; issue/inspection interfaces.,M2;M3,Unknown empirically; conditional budgets M2;M3,Unknown empirically; conditional budgets M2;M3,Unknown case share; see path splits and remaining limits,0 for classes requiring staff inspection/merits decision; otherwise unknown,"Administrative queues/corrections may shrink; required waits, applicant work and physical work remain; no validated percentage","New build, addition, alteration and conversion must be separate paths; physical conditions and professional design remain.","P0 security/schema/state/payment correctness; official case/fee/document/notification adapters; durable jobs, recovery and audit; see backlog",No audited per-slug annual count; do not allocate broad official totals to this row,Family-specific models and shared volume sensitivity only; no additive per-form savings,High source wiring; medium workflow-family; low/unmeasured impact,O02;O10;O11;O14,https://www.portland.gov/ppd/submit-and-pay-application-permit-type;https://www.portland.gov/ppd/residential-permitting/home-projects/accessory-dwelling-units;https://www.oregon.gov/bcd/codes-stand/Pages/ossc-adoption.aspx;https://www.portland.gov/permitimprovement/code-alignment-project,evidence/catalog-verification.json#stairs-construction-permit
